oID,PID,CIDX,Poster,Gender,CDate,Cmt,CLike,Date,Time
1234259-4,1234259,4,臺北醫學大學 牙醫學系,f,3月9日 12:23,通識被當還是可以轉...我問過只要必修都過就好加上平均分數80up,1,2016/3/9,12:23
1234259-5,1234259,5,一個把回應刪除的同學,o,3月9日 12:52,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,0,2016/3/9,12:52
1234259-6,1234259,6,臺北醫學大學,m,3月9日 17:16,還要轉來藥學喔 薪水已經夠慘了還來 不如考個牙醫醫學,0,2016/3/9,17:16
1234259-7,1234259,7,臺北醫學大學,m,3月10日 10:17,B6 讀醫超累薪水也一直降還是建議人家轉牙就好吧?,0,2016/3/10,10:17
1229047-1,1229047,1,臺北醫學大學 藥學系,m,3月8日 00:54,嗨嗨 是要登記喔其實不用那麼緊張 只要看到有空的機台直接問運動指導員就可以了他會看哪台還沒壞XD 然後幫你填表喔飛輪這東西...如果不需要一些特殊的動作其實可以很隨興喔(教練自己也蠻隨興的哈哈)上網找個入門的菜單就可以自己騎了,2,2016/3/8,00:54
1229047-2,1229047,2,原PO - 臺北醫學大學,f,3月9日 17:50,感謝你的回覆??????下雨天超需要健身房的！,1,2016/3/9,17:50
1229047-3,1229047,3,臺北醫學大學 藥學系,m,3月9日 18:21,健身房兩點就開了下午比較沒有人 假如沒有課的話可以利用那些時間去跑步:),1,2016/3/9,18:21
1229047-4,1229047,4,原PO - 臺北醫學大學,f,3月10日 07:19,好唷！不然晚上真的比買菜還擠哈哈，想跑我都八點才去還是人不少呢！,0,2016/3/10,07:19
1229047-5,1229047,5,臺北醫學大學 藥學系,m,3月10日 08:01,下午很空derBTW 飛輪的話其實健身中心裡面就有兩台那個就可以用 不用湊三個人開飛輪教室- -+,0,2016/3/10,08:01
1229047-6,1229047,6,臺北醫學大學 呼吸治療學系,m,3月14日 07:33,B5健身房的是腳踏車而已喔，不是飛輪,0,2016/3/14,07:33
1229047-7,1229047,7,臺北醫學大學 藥學系,m,3月14日 09:40,感謝 B6 大大指正><小弟才疏學淺孤陋寡聞原來那個真的不是飛輪(艸)我本來想說 那個可以調阻力所以應該不是室內腳踏車XD...結果還是室內腳踏車啊啊啊http://www.i-bh.com.tw/knowledge/detail.php?Key=58&cID=21&No=04長知識~希望樓主大大不要被我誤導了QQAQQ,0,2016/3/14,09:40
1229047-8,1229047,8,原PO - 臺北醫學大學,f,3月14日 12:36,B7 不會不會 我也長知識了^_^,0,2016/3/14,12:36
1229047-9,1229047,9,臺北醫學大學 藥學系,f,3月18日 08:44,咦咦咦?想問 健身房下午也可以去噢??  我上網查他開的時候只有一到五晚上的五點半到八點半耶><另外想問你們有用滑步機嗎? 他大概有幾台呀謝謝XD,0,2016/3/18,08:44
1229047-10,1229047,10,臺北醫學大學 藥學系,m,3月18日 11:40,1.開放時間是1400~2100(但是有課的時間不能用)2.滑步機有兩台,1,2016/3/18,11:40
1229047-11,1229047,11,臺北醫學大學 呼吸治療學系,m,3月18日 13:35,B7太客氣了～～北醫健身房就是太小了,0,2016/3/18,13:35
1229047-12,1229047,12,臺北醫學大學 藥學系,m,3月18日 14:14,B11 小歸小 CP值其實我覺得很高- -+1.不限時間2.學生入場才18塊3.下午人很少 很空 器材都不用排4.有運動指導員可以問5.很方便6.很容易拉同學一起去XD...不過我想這些你都知道啦哈哈打給其他卡友參考這樣,0,2016/3/18,14:14
1229047-13,1229047,13,臺北醫學大學 呼吸治療學系,m,3月18日 17:31,B12目前人有越來越多的趨勢，因為我也會揪團哈哈而且說到一個指導員就很不爽，上學期還在，這學期不知道還有沒有，他只理女生，我問個東西不理不睬的,1,2016/3/18,17:31
1229047-14,1229047,14,臺北醫學大學 藥學系,m,3月19日 00:26,B13 我猜你應該是說黑皮膚戴眼鏡那位他這學期不見囉 換另一個來了,0,2016/3/19,00:26
1215441-1,1215441,1,臺北醫學大學 醫學系,m,3月5日 14:24,玩樂團吧,0,2016/3/5,14:24
1215441-2,1215441,2,臺北醫學大學,m,3月6日 07:31,尋找生命的意義,0,2016/3/6,07:31
1215441-3,1215441,3,臺北醫學大學 高齡健康管理學系,f,3月6日 13:07,無聊+1,0,2016/3/6,13:07
1215441-4,1215441,4,臺北醫學大學 醫學檢驗暨生物技術學系,m,3月6日 15:06,打排球！,4,2016/3/6,15:06
1215441-5,1215441,5,臺北醫學大學 牙醫學系,m,3月6日 17:41,讀書,1,2016/3/6,17:41
1215441-6,1215441,6,臺北醫學大學 醫務管理學系,m,3月6日 20:08,健身去～,1,2016/3/6,20:08
1215441-7,1215441,7,臺北醫學大學,m,3月7日 05:27,先趁不忙的時候找朋友聚聚？,0,2016/3/7,05:27
1215441-8,1215441,8,臺北醫學大學,f,3月7日 06:22,唸書,0,2016/3/7,06:22
1215441-9,1215441,9,臺北醫學大學,m,3月7日 12:58,打LOL啊幹,3,2016/3/7,12:58
1215441-10,1215441,10,臺北醫學大學,m,3月8日 02:26,看韓劇吧~,0,2016/3/8,02:26
1215441-11,1215441,11,臺北醫學大學,f,3月9日 04:22,加社團啊～,0,2016/3/9,04:22
1215441-12,1215441,12,臺北醫學大學 醫學系,f,3月9日 15:57,忙到快死的人路過覺得羨慕ˊˋ,2,2016/3/9,15:57
1215441-13,1215441,13,臺北醫學大學,m,3月9日 17:38,整合考快掛了，現在的老師上課又爛到想吐Orz,1,2016/3/9,17:38
1215441-14,1215441,14,臺北醫學大學 醫學系,m,3月16日 17:27,來找我,0,2016/3/16,17:27
1193092-1,1193092,1,臺北醫學大學,m,3月1日 23:22,摩斯呢,4,2016/3/1,23:22
1193092-2,1193092,2,臺北醫學大學,f,3月2日 00:59,卡位想知,0,2016/3/2,00:59
1193092-3,1193092,3,臺北醫學大學,m,3月2日 01:19,來我宿舍???,12,2016/3/2,01:19
1193092-4,1193092,4,臺北醫學大學 口腔衛生學系,m,3月2日 07:37,塔吉特,6,2016/3/2,07:37
1193092-5,1193092,5,臺北醫學大學 保健營養學系,f,3月2日 09:47,http://www.alina00.com/blog/post/41926486-食記-台北市府-世貿101-框影咖啡-the-who-cafe-貓這家很棒哦有wifi而且時間不限,7,2016/3/2,09:47
1193092-6,1193092,6,臺北醫學大學 醫務管理學系,m,3月2日 13:09,加爾地，框影，六張梨旁邊的丹提,0,2016/3/2,13:09
1193092-7,1193092,7,臺北醫學大學 醫學系,f,3月3日 12:20,推加爾第，在肯德基旁巷子內，安靜又好喝的咖啡店,5,2016/3/3,12:20
1193092-8,1193092,8,臺北醫學大學 藥學系,m,3月5日 07:44,推加爾第,0,2016/3/5,07:44
1193092-9,1193092,9,原PO - 臺北醫學大學,f,3月6日 16:32,謝謝各位 會去嘗試一下?,0,2016/3/6,16:32
1193092-10,1193092,10,臺北醫學大學,m,3月8日 15:13,210124hr~,6,2016/3/8,15:13
1193092-11,1193092,11,臺北醫學大學 護理學系,f,3月15日 11:37,我聽別人說，其實今年有增加了3004~3007(教研B1)，也是要上網登記,0,2016/3/15,11:37
1193092-12,1193092,12,臺北醫學大學,f,3月15日 11:38,http://tenjochou.pixnet.net/blog/post/257580814-花花，甲飽沒【台北食記】塔吉特信義人文會在小巷裡沒有很多人 ,2,2016/3/15,11:38
1147779-1,1147779,1,臺北醫學大學 呼吸治療學系,m,2月21日 10:12,後棟1樓機器申請補發，三個工作天，150元，註冊組領取,6,2016/2/21,10:12
1147779-2,1147779,2,臺北醫學大學,f,2月21日 12:06,更正 B1 是250喔~再去教務處領就好,4,2016/2/21,12:06
1147779-3,1147779,3,臺北醫學大學 呼吸治療學系,m,2月21日 12:07,哦～悠遊卡比較貴喔⊙_⊙感謝指正,0,2016/2/21,12:07
1147779-4,1147779,4,原PO - 臺北醫學大學 ,m,2月21日 12:17,B1B2謝謝你們!,0,2016/2/21,12:17
1147779-5,1147779,5,臺北醫學大學 牙醫學系,m,2月21日 16:05,說實話學生證掉了通常都會被撿回來，我掉了兩次都是如此,0,2016/2/21,16:05
1147779-6,1147779,6,臺北醫學大學,f,2月22日 17:07,那為什麼...我的都沒有回來過(??_?`),2,2016/2/22,17:07
1147779-7,1147779,7,臺北醫學大學,f,2月22日 22:08,補搬之後就會回來了?我的都這樣....,1,2016/2/22,22:08
1147779-8,1147779,8,臺北醫學大學 牙醫學系,m,2月23日 08:46,原po是我室友嗎?消失的密室,1,2016/2/23,08:46
1147779-9,1147779,9,臺北醫學大學 牙醫學系,m,2月23日 15:08,B8你室友很猛？,1,2016/2/23,15:08
1147779-10,1147779,10,臺北醫學大學 護理學系,f,4月5日 02:37,TO想找回失物的同鞋們：1.其實我一年可以看到至少5張左右學生證被PO在臉書(二手販賣版)，也可PO文看看。2.教務處會有網路公告，可以沒事逛逛，各類別也順便，之前我就幫打工處就回一支投影筆。3.晚間教室打掃工讀生常會將撿到的東西放在教室後方失物招領箱→有幫學弟找回東西過XD,0,2016/4/5,02:37
1143192-1,1143192,1,臺北醫學大學,m,2月20日 07:25,最愛祥和,4,2016/2/20,07:25
1143192-2,1143192,2,臺北醫學大學,f,2月20日 09:20,圓環頂蚵仔煎田園甜檸檬大蒜韓大嬸黃家?魠魚越泰軒88港式茶餐廳義麵屋九鬼魚屋師大第一腿自助餐傻瓜乾麵,9,2016/2/20,09:20
1143192-3,1143192,3,臺北醫學大學 醫學檢驗暨生物技術學系,m,2月20日 09:28,推師大第一腿 super zone~~~,6,2016/2/20,09:28
1143192-4,1143192,4,一個把回應刪除的同學,o,2月20日 10:36,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,0,2016/2/20,10:36
1143192-5,1143192,5,臺北醫學大學,f,2月20日 10:37,韓村大紅花Cucina felice,4,2016/2/20,10:37
1143192-6,1143192,6,臺北醫學大學 公共衛生學系,f,2月20日 11:53,jnf雙和美美五條通厚舖,0,2016/2/20,11:53
1143192-7,1143192,7,臺北醫學大學,m,2月20日 13:10,海力士最高！,2,2016/2/20,13:10
1143192-8,1143192,8,臺北醫學大學 呼吸治療學系,m,2月20日 13:36,穆記,0,2016/2/20,13:36
1143192-9,1143192,9,臺北醫學大學 保健營養學系,f,2月20日 13:57,知味村吳興市場,1,2016/2/20,13:57
1143192-10,1143192,10,臺北醫學大學,m,2月20日 16:51,聞豆奇,2,2016/2/20,16:51
1143192-11,1143192,11,臺北醫學大學,m,2月20日 17:02,學餐經濟又實惠,5,2016/2/20,17:02
1143192-12,1143192,12,臺北醫學大學 醫學檢驗暨生物技術學系,m,2月20日 17:10,師大第一腿不知吃啥的好選擇~~,1,2016/2/20,17:10
1143192-13,1143192,13,臺北醫學大學 公共衛生學系,f,2月20日 17:11,海力士.濃泉.有志壹同.49元義大利麵.傻瓜乾麵.10元壽司.吳興街裡的雞肉飯.麥粉煎(可以當點心的).老爹廚房.祥和自助餐.肯德基.九鬼,3,2016/2/20,17:11
1143192-14,1143192,14,臺北醫學大學,m,2月20日 17:32,海力士海力士海力士海力士海力士,2,2016/2/20,17:32
1143192-15,1143192,15,臺北醫學大學 護理學系,m,2月20日 18:33,同客 祥和自助餐 五味小火鍋 粥道 甜檸檬 田園 j&f義麵屋,0,2016/2/20,18:33
1143192-16,1143192,16,原PO - 臺北醫學大學 公共衛生學系,f,2月21日 02:41,我發現好多大家的選項我也都沒有吃過欸真的是枉費自己在北醫混了三年上次在海力士知道一半看見老鼠就不太敢去了B15 不覺得跑去同客吃有點趕嗎,3,2016/2/21,02:41
1143192-17,1143192,17,臺北醫學大學 公共衛生學系,f,2月21日 04:30,老爹廚房 跟 知味村在哪@@從來沒看過另外我覺得薌也不錯,0,2016/2/21,04:30
1143192-18,1143192,18,臺北醫學大學 保健營養學系,f,2月21日 04:38,推推麥味登 愛吐司 附醫便當~,2,2016/2/21,04:38
1143192-19,1143192,19,臺北醫學大學,f,2月21日 10:20,海力士老鼠奇遇記,0,2016/2/21,10:20
1143192-20,1143192,20,臺北醫學大學,f,2月21日 10:43,老爹廚房在往101那條一直直走左邊的地方推石鍋伴飯和辣炒年糕年糕裡面海有放肉末喔,3,2016/2/21,10:43
1143192-21,1143192,21,臺北醫學大學 醫務管理學系,m,2月21日 14:41,威美～～～推蛋餅,2,2016/2/21,14:41
1143192-22,1143192,22,臺北醫學大學 保健營養學系,f,2月21日 15:23,保健便當ＸＤ（但只有上學期有）,3,2016/2/21,15:23
1143192-23,1143192,23,臺北醫學大學 公共衛生學系,m,2月21日 16:40,附醫便當讚,1,2016/2/21,16:40
1143192-24,1143192,24,臺北醫學大學 醫學系醫學科學研究所,m,2月21日 17:06,川劉萬里 豐富堂 ,1,2016/2/21,17:06
1143192-25,1143192,25,臺北醫學大學,f,2月22日 04:52,豐富堂是什麼？謝謝原po,1,2016/2/22,04:52
1143192-26,1143192,26,原PO - 臺北醫學大學 公共衛生學系,f,2月22日 09:19,B25特地幫你google好了哈哈因為我也不知道在哪,1,2016/2/22,09:19
1143192-27,1143192,27,臺北醫學大學 醫學系醫學科學研究所,m,2月22日 15:15,B25 豐富堂在市場靠基隆路那側 推海南雞飯跟肉骨茶,0,2016/2/22,15:15
1143192-28,1143192,28,臺北醫學大學,f,2月26日 02:11,品味刀削麵??,1,2016/2/26,02:11
1143192-29,1143192,29,臺北醫學大學 醫學系,m,2月26日 16:58,唯一支持大篆！光整潔度就打趴同價位幾乎所有餐廳了八,0,2016/2/26,16:58
1143192-30,1143192,30,臺北醫學大學 公共衛生學系,f,2月26日 17:01,B29在哪裡???,0,2016/2/26,17:01
1109092-1,1109092,1,臺北醫學大學 醫學系,m,2月13日 09:26,"沒有生活目標的人就辦營隊營隊不是不好啦,只是體力跟時間還有對人生的啟發遠遠不及所付出的心力而已太多浪費時間的驗收,沒有意義的表演小隊員根本學不到甚麼東西",19,2016/2/13,09:26
1109092-2,1109092,2,臺北醫學大學 藥學系藥學組,m,2月13日 19:05, B1 其實我想法跟你差不多，我有次跟高中同學討論營隊，他說寒暑假要找人都說在忙營隊，到底是真心想辦營隊，還是同學去就跟著去反正也沒計畫整個假期？講明白，營隊對自己的幫助或成長有多少，要看在自己怎麼想；而營隊本身的陋習只是讓沒有計畫的人視為是理所當然的事,4,2016/2/13,19:05
1109092-3,1109092,3,臺北醫學大學,f,2月14日 08:59,營隊同系會,0,2016/2/14,08:59
1109092-4,1109092,4,臺北醫學大學,f,2月16日 16:46,一切都是人的問題！了解自己為什麼要做這件事才不會歪掉呵呵別為了做而做而是為了你覺得有意義的事情而做你就可以知道你要的營隊是什麼,7,2016/2/16,16:46
1109092-5,1109092,5,臺北醫學大學 醫學系,f,3月9日 16:03,我參加營隊我覺得學到了很多東西的確有時候許多規矩令人感到沒有意義但不得不說失去了這些傳承下來的東西憑沒什麼經驗的我們是真的很難辦好活動是不是冗還是真的有收穫完全取決於你扮演的角色跟負責的事,4,2016/3/9,16:03
1092534-1,1092534,1,一個把回應刪除的同學,o,2016年2月9日 09:53,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,0,2016/2/9,09:53
1092534-2,1092534,2,臺北醫學大學,m,2016年2月9日 09:53,要先打怪練功，方可得到,2,2016/2/9,09:53
1092534-3,1092534,3,臺北醫學大學,f,2016年2月9日 10:48,你想買???不是寒假前就要寫過一遍勒馬,1,2016/2/9,10:48
1092534-4,1092534,4,臺北醫學大學,f,2016年2月9日 10:59,其實我也想知道..........,0,2016/2/9,10:59
1092534-5,1092534,5,臺北醫學大學 公共衛生學系,m,2016年2月9日 11:21,首先你要有$$,5,2016/2/9,11:21
1092534-6,1092534,6,臺北醫學大學 醫學系,m,2月9日 16:20,生對家 就好了男的轉醫女的轉牙那家就不說了,20,2016/2/9,16:20
1092534-7,1092534,7,臺北醫學大學,m,2月9日 23:22,副校長就是狂,9,2016/2/9,23:22
1092534-8,1092534,8,臺北醫學大學 保健營養學系,m,2月10日 12:29,"學校的廁所或是一些陰暗的角落((?還是什麼公佈欄的地方都有貼一張""想要轉系嗎""的A4海報上面就有電話ㄌbtw自己讀書還是最實在不要想靠秘笈就不唸書轉系-----滷糖",4,2016/2/10,12:29
1092534-9,1092534,9,臺北醫學大學,f,2月10日 19:52,B7副校長?!想知道~,1,2016/2/10,19:52
1092534-10,1092534,10,臺北醫學大學 藥學系臨床藥學組,f,2月11日 05:54,轉一個醫學系要花幾百萬的耶^^,5,2016/2/11,05:54
1092534-11,1092534,11,臺北醫學大學,m,2月11日 11:46,副校長怎麼了嗎,1,2016/2/11,11:46
1092534-12,1092534,12,臺北醫學大學,m,2月11日 12:15,"偉哉邱副校長 生得101醫技好兒子, 102保健好女兒",24,2016/2/11,12:15
1092534-13,1092534,13,臺北醫學大學 護理學系,m,2月11日 20:31,B8 說的是真的我大一的時候買過((不過也是四年前的事了真的有人在賣只是後來沒毅力所以放棄轉系了也轉手賣給學弟了,0,2016/2/11,20:31
1092534-14,1092534,14,臺北醫學大學,f,2月13日 18:22,我有秘笈耶！考完以後就放著生灰塵了?,0,2016/2/13,18:22
1092534-15,1092534,15,原PO - 臺北醫學大學 ,m,2月15日 15:05,B14 學姐秘笈能賣我二手嗎??,0,2016/2/15,15:05
1092534-16,1092534,16,臺北醫學大學,f,2月15日 16:03,我同屆能賣你轉系寒假決定要留本系好好拼了,0,2016/2/15,16:03
1092534-17,1092534,17,原PO - 臺北醫學大學 ,m,2月15日 18:24,B16 要怎麼聯絡呀,0,2016/2/15,18:24
1092534-18,1092534,18,臺北醫學大學,f,2月15日 18:56,可是這裡好像不能po個資也,0,2016/2/15,18:56
1092534-19,1092534,19,臺北醫學大學,m,2月16日 10:10,那借用黑特版吧XD,0,2016/2/16,10:10
1092534-20,1092534,20,原PO - 臺北醫學大學 ,m,2月17日 10:57,B18 好阿~~~要用黑特版聯繫一下嗎,0,2016/2/17,10:57
1092534-21,1092534,21,原PO - 臺北醫學大學 ,m,2月22日 09:54,B16 哭哭你怎麼不見了,0,2016/2/22,09:54
1087335-1,1087335,1,臺北醫學大學 護理學系,m,2016年2月7日 20:17,忘記選課+1之前還有過忘記填權重,3,2016/2/7,20:17
1087335-2,1087335,2,臺北醫學大學 護理學系,m,2016年2月7日 23:50,拼開學當天12點的加退選，加油！,5,2016/2/7,23:50
1087335-3,1087335,3,原PO - 臺北醫學大學 ,f,2016年2月8日 03:45,B2 謝謝你...那個超級難搶的哈哈哈...QQ,1,2016/2/8,03:45
1087335-4,1087335,4,臺北醫學大學 護理學系,m,2016年2月8日 16:27,我是B2建議先看哪些課有興趣又還沒到上限，12點一到直接搶！,1,2016/2/8,16:27
1087335-5,1087335,5,原PO - 臺北醫學大學 ,f,2016年2月8日 23:03,B4要怎麼事先知道哪些課還沒到上限呢？而且我記得每每時間到，網路都會塞爆QQ,0,2016/2/8,23:03
1087335-6,1087335,6,臺北醫學大學 護理學系,m,2016年2月9日 04:09,學校信箱有寄信，或是學校網站找看看,1,2016/2/9,04:09
1087335-7,1087335,7,臺北醫學大學,f,2016年2月9日 04:11,我記得學校好像有把人數沒滿的課程打成表格寄給我們在學校信箱裡妳可以收收看加油!!!!!,1,2016/2/9,04:11
1087335-8,1087335,8,臺北醫學大學 生醫材料際組織工程研究所,m,2016年2月9日 04:51,我還忘記繳學費呢????,2,2016/2/9,04:51
1087335-9,1087335,9,臺北醫學大學,f,2016年2月9日 06:00,忘記繳學費可以直接去出納組繳就好了?,2,2016/2/9,06:00
1087335-10,1087335,10,原PO - 臺北醫學大學 ,f,2月10日 09:53,B6 B7 謝謝你們 >< 讓我放一點心了呵呵呵我這個傻瓜,0,2016/2/10,09:53
1087335-11,1087335,11,臺北醫學大學,f,2月11日 09:17,不然真的沒辦法就去看你們系上有沒有哪些可以紙本加選跟其他系合上的那種~~~辛苦了呀~~傻傻的耶?,1,2016/2/11,09:17
1087335-12,1087335,12,臺北醫學大學 生醫材料際組織工程研究所,m,2月15日 06:24,b9 註冊組叫我去出納組繳費 威～～～我竟然信了你的假情報 ?,0,2016/2/15,06:24
1087335-13,1087335,13,臺北醫學大學,f,2月21日 10:19,嗚嗚我明明有填權重，明明就按送出了可是學校好像沒收到啊啊連體育都沒上QQ,0,2016/2/21,10:19
1087335-14,1087335,14,原PO - 臺北醫學大學 ,f,2月21日 14:54,B13我們一起加油吧嗚嗚…,0,2016/2/21,14:54
1087335-15,1087335,15,臺北醫學大學,f,2月21日 16:50,B13我也是連體育都沒上。。。被妳一說我還真懷疑學校是不是沒收到我的權重不然怎麼都沒上明明比門檻高阿@@,0,2016/2/21,16:50
1087335-16,1087335,16,臺北醫學大學,f,2月22日 00:11,B15我也是！！！我寫信去教務處了他說沒收到我的權重QQ,0,2016/2/22,00:11
1087335-17,1087335,17,臺北醫學大學,f,2月22日 01:34,我體育壓三欸....竟然沒有??,0,2016/2/22,01:34
1087335-18,1087335,18,臺北醫學大學,f,2月22日 06:17,B16快看選課系統裡的志願退選看看有沒有序號 我是直接打給通識中心跟課務組我有填可是真的沒上 差一個就可以進拜託讓我上。。。B17體育壓12照樣不給我上阿有些夯課是要壓到15的@@,0,2016/2/22,06:17
1084958-1,1084958,1,臺北醫學大學 醫學系,m,2016年2月7日 09:11,喔耶是滷糖欸我要吃甜點科科牧先生,1,2016/2/7,09:11
1084958-2,1084958,2,臺北醫學大學 保健營養學系,f,2016年2月7日 10:51,是學長耶好久不見啊新年快樂???,1,2016/2/7,10:51
1084958-3,1084958,3,臺北醫學大學,m,2016年2月7日 16:17,滷糖我要吃紅啊啊啊啊,1,2016/2/7,16:17
1084958-4,1084958,4,原PO - 臺北醫學大學 保健營養學系,m,2016年2月7日 16:34,b1 好喔哈哈哈等我~~~b2 哈哈哈嗨學妹好久不見((亂打招呼??b3 哈哈哈這就要看你遇不遇得到我了??-----滷糖,1,2016/2/7,16:34
1084958-5,1084958,5,臺北醫學大學 呼吸治療學系,m,2016年2月8日 04:36,Yo~新年快樂 ??(?▽?)/被炮轟完畢的沉默羔羊,1,2016/2/8,04:36
1084958-6,1084958,6,臺北醫學大學 保健營養學系,f,2016年2月8日 10:39,滷糖我想吃戚風蛋糕～～,1,2016/2/8,10:39
1084958-7,1084958,7,原PO - 臺北醫學大學 保健營養學系,m,2016年2月8日 17:20,b5 新年快樂恭喜發財~~~~b6 有點厲害竟然知道我有私藏蛋糕...-----滷糖,1,2016/2/8,17:20
1054913-1,1054913,1,臺北醫學大學 醫學檢驗暨生物技術學系,f,2016年1月31日 19:34,想打！！,0,2016/1/31,19:34
1054913-2,1054913,2,國立臺北護理健康大學 休閒產業與健康促進系,m,2016年2月1日 02:29,羽球加1,0,2016/2/1,02:29
1054913-3,1054913,3,臺北醫學大學,f,2016年2月2日 01:30,羽球~~,0,2016/2/2,01:30
1054913-4,1054913,4,臺北醫學大學 生物醫學暨組織工程研究所,m,2016年2月2日 09:51,想打但怎麼揪,0,2016/2/2,09:51
1054913-5,1054913,5,臺北醫學大學 高齡健康管理學系,m,2016年2月4日 17:08,打啊!!!!!!!!,0,2016/2/4,17:08
1054913-6,1054913,6,臺北醫學大學 藥學系,m,5月15日 05:01,揪網球,0,2016/5/15,05:01
1030083-1,1030083,1,臺北醫學大學,m,2016年1月25日 00:49,記得以前的教學習慣都是會藏招。要厲害的話要自己去另外思考、鑽研。希望教學者抱持青出於藍的想法很困難吧…現在開始改變吧！,0,2016/1/25,00:49
1027308-1,1027308,1,臺北醫學大學,f,2016年1月24日 06:03,哇 貼心暖男?,2,2016/1/24,06:03
989932-1,989932,1,臺北醫學大學,m,2016年1月15日 01:25,無聊,2,2016/1/15,01:25
989932-2,989932,2,臺北醫學大學,f,2016年1月15日 15:44,哪裡可以看啊,0,2016/1/15,15:44
989932-3,989932,3,臺北醫學大學,f,2016年1月15日 15:45,哪裡可以看啊,0,2016/1/15,15:45
989932-4,989932,4,一個把回應刪除的同學,o,2016年1月15日 15:51,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,0,2016/1/15,15:51
989932-5,989932,5,原PO - 臺北醫學大學,m,2016年1月16日 04:29,課程時間查詢可以看,0,2016/1/16,04:29
989932-6,989932,6,臺北醫學大學,m,2016年1月21日 15:58,千萬別修,1,2016/1/21,15:58
989932-7,989932,7,臺北醫學大學,f,2016年1月22日 12:21,我是大一英文會話課必修，我覺得蠻無聊的= =,0,2016/1/22,12:21
989932-8,989932,8,臺北醫學大學,f,2016年1月23日 14:48,脾氣很糟,0,2016/1/23,14:48
989932-9,989932,9,臺北醫學大學 醫學系,f,2016年1月25日 10:36,看這問題應該是學弟？去fb通識選課社團問問看應該會有更多答案喔~,0,2016/1/25,10:36
989932-10,989932,10,臺北醫學大學,f,2016年1月30日 11:29,我倒覺得還好,0,2016/1/30,11:29
965008-1,965008,1,臺北醫學大學,m,2016年1月8日 01:51,每年都有吉他營喔～想報名的人就儘管來報名吧xDDD吉他社之後會po有關吉他營的資訊再請原po關注一下囉～,2,2016/1/8,01:51
965008-2,965008,2,臺北醫學大學 醫學系,m,2016年1月8日 04:55,有有有喔！！！！！吉他營在期末考結束後會開始宣傳大二當然也可以參加(≧?≦)b一定要來喔by 吉他社的吵鬧擔當 雞丁,12,2016/1/8,04:55
965008-3,965008,3,臺北醫學大學,f,2016年1月9日 18:17,放心 有吉他營～,0,2016/1/9,18:17
962246-1,962246,1,臺北醫學大學 保健營養學系,f,2016年1月7日 09:59,保三舉手?,6,2016/1/7,09:59
962246-2,962246,2,臺北醫學大學,m,2016年1月7日 10:13,卡位等通知,0,2016/1/7,10:13
962246-3,962246,3,臺北醫學大學,f,2016年1月7日 10:35,卡位+1,0,2016/1/7,10:35
962246-4,962246,4,臺北醫學大學,m,2016年1月7日 11:09,卡,0,2016/1/7,11:09
962246-5,962246,5,臺北醫學大學,f,2016年1月7日 11:19,卡卡,0,2016/1/7,11:19
962246-6,962246,6,臺北醫學大學,m,2016年1月7日 11:45,是黑特在吵的嗎,1,2016/1/7,11:45
962246-7,962246,7,臺北醫學大學,m,2016年1月7日 13:23,卡+1,0,2016/1/7,13:23
962246-8,962246,8,原PO - 臺北醫學大學 ,m,2016年1月7日 14:07,都是來卡的XDB1 Hi有什麼情報嗎B6 對喔 覺得好奇,1,2016/1/7,14:07
962246-9,962246,9,臺北醫學大學,f,2016年1月7日 15:29,好奇+1,0,2016/1/7,15:29
962246-10,962246,10,臺北醫學大學,f,2016年1月7日 15:56,安安想知道,0,2016/1/7,15:56
962246-11,962246,11,臺北醫學大學,f,2016年1月7日 15:56,安安好奇,0,2016/1/7,15:56
962246-12,962246,12,臺北醫學大學,f,2016年1月7日 15:59,真的超想知道可以透漏一點嗎,0,2016/1/7,15:59
962246-13,962246,13,臺北醫學大學 保健營養學系,m,2016年1月7日 16:18,保三 L姓 卡+1,0,2016/1/7,16:18
962246-14,962246,14,臺北醫學大學 保健營養學系,f,2016年1月7日 16:50,卡 好奇想知道 +1,0,2016/1/7,16:50
962246-15,962246,15,臺北醫學大學 保健營養學系,m,2016年1月7日 17:10,好奇想知道 +1明天要營養實的膳療實的快去看書了別卡了?-----滷糖,11,2016/1/7,17:10
962246-16,962246,16,臺北醫學大學,m,2016年1月7日 18:34,開全名+po照片可嗎?這樣誰知道你在講誰,0,2016/1/7,18:34
962246-17,962246,17,臺北醫學大學 藥學系,m,2016年1月7日 20:06,卡個,0,2016/1/7,20:06
962246-18,962246,18,原PO - 臺北醫學大學 ,m,2016年1月8日 02:14,B15 乳蛋乳糖滾啊滾B16 知道的人就是會知道啊 你看到這些情報還不知是誰表示你就不懂啊,2,2016/1/8,02:14
962246-19,962246,19,臺北醫學大學,f,2016年1月8日 12:18,HCT,1,2016/1/8,12:18
962246-20,962246,20,原PO - 臺北醫學大學 ,m,2016年1月8日 12:41,B19 看來我沒猜錯喔,1,2016/1/8,12:41
962246-21,962246,21,臺北醫學大學 保健營養學系,f,2016年1月8日 13:09,B19 B20 HCT 的英文名字是什?？洪？ 黃？ 顏？臺灣人？,1,2016/1/8,13:09
