PID,Poster,Gender,Title,PDate,PCont,PLike,PReply
225014582,臺北醫學大學 藥學系藥學組,m,黑特北醫4.0不黑特還叫黑特北醫?,2016/10/19,黑特北醫都不黑特了，越來越不好看了，希望可以跳過4.0，來個5.0啊啊啊啊，唉，還是2.0最好看了...........我說真的，黑特4.0真的不黑特，我真的覺得一點意義都沒有...............,16,15
225012678,臺北醫學大學 醫學科學研究所,f,學校附近修腳踏車店,2016/10/19,不好意思  菜鳥新生發問一下學校內部 或附近有沒有 維修腳踏車的店呢？或是行動腳踏車維修車,2,3
224980958,臺北醫學大學 藥學系藥學組,m,有機被當可以考藥師國考嗎?,2016/10/15,想請問版上各位，小弟是藥學系的，大二上時有被當蠻多科的，除了生藥學正在重修外，其他的應該大四才會修完，這樣的話，我可以考大三下的一階國考嗎?不知道是國考科過了就可以考了，還是就算有機被當也不能國考呢?,3,7
224973943,臺北醫學大學,m,別再亂放東西到別人系櫃,2016/10/14,最近8101旁邊的系櫃剛開放，結果很多人還沒去改密碼來用就被放一堆沒吃完的垃圾！！！！東西吃完不會拿去垃圾桶丟嗎？丟別人系櫃是會發臭欸都念大學了書都念去哪了，還改別人密碼希望上帝看到你做壞事，讓你被當,28,1
224954657,臺北醫學大學,f,看感冒,2016/10/11,感冒了去附醫看會很貴嗎？要去哪看比較好?謝謝,3,13
224949246,臺北醫學大學,m,教研外,2016/10/11,近況,14,17
224948952,臺北醫學大學,m,宿舍八卦,2016/10/11,聽說最近有女生留宿男生宿舍，還一次兩個！！！,11,5
224944893,臺北醫學大學,f,海外醫牙回國執業問題,2016/10/10,前陣子跟學長們討論到這個多年的議題，驚覺很多人不太清楚這件事以及他後果的嚴重性。在這邊我想問一下大家有沒有任何可以讓校內更多人了解這個議題的想法？,5,14
224932787,臺北醫學大學,m,黑特北醫3.0,2016/10/8,先別管校隊發生什麼事了還我黑特北醫啊啊啊啊啊!!!!!!我每天最大的樂趣就是看那個版OAO!!!現在關版了你要我怎麼辦啊啊啊啊!!!!???幫高調,39,7
224931502,臺北醫學大學,f,黑特北醫,2016/10/8,今天下午出現一連串的黑特文在黑特北醫3.0版上內容關於現任校隊教練與隊長的問題但！！！版被關掉了不知道被檢舉太多次還是什麼其他因素我認為這樣很?那之前曾經被黑特的人們？應該不少人關注過校隊教練與隊長的八卦但不論是拋家棄子還是小三怎樣都不關我們的事畢竟那是他們自己的感情問題我們可以看不過去但似乎不該來做任何評論不過???令人不爽的是因為他們兩位的私人問題快搞爛整個校隊了到底憑什麼呢？因為一個是教練另一個是剛掌權的隊長就可以無法無天嗎？？？真是太可笑了憑什麼因為個人因素抹滅了熱愛籃球的球員們的籃球夢到底誰會希望在那種?會帶頭在背後當著新生的面道學姊們的不是的球隊或是忍受被認為自己永遠都表現不好因為隊長最棒最有球隊素養應該把球給隊長之類的球隊？個人認為身為一個好的教練除了有專業的球技之外最重要的是公平對待每位球員大家都聽過帶人要帶心但你卻覺得球隊有好成績都是因為你會帶球隊？我相信能受人尊敬的教練都會認為是因為球員夠努力才能得到這樣的成績真的是謝謝你這一年對籃球校隊的付出但希望就到此為止，這樣你也可以好好的陪新女友。,64,39
224926646,臺北醫學大學,m,教研外施工,2016/10/8,是要開始蓋了嗎((((；??))))))),1,1
224916618,臺北醫學大學,f,熱舞社迎新舞展 Encounter,2016/10/6,"很精彩 在台下深深被整場的氛圍給感染舞力全開最後一集有一句話我很喜歡""即使我們放棄了那麼多(工作.家庭)還是有可能會輸但今天不論輸贏 我們為了夢想為了這個舞台 我們努力的站上來""為了什麼而站上這個舞台?要犧牲這麼多 你們為何願意?一個小小的北醫有這麼多優秀的舞蹈人才真的很棒謝謝今天所有的舞者我看了場精彩的表演",52,8
224910081,臺北醫學大學,f,無聊來問問~,2016/10/5,最近有沒有學校＆宿舍＆社團＆宿營…之類的八卦還有其他東西可討論呀北醫版最近都沒什麼東西來開個版問問哈哈,7,13
224891028,臺北醫學大學,m,#問 服學,2016/10/3,藥學系老師的服學是簽到而已嗎？？感覺好輕鬆????系上同學都說簽完名立刻閃人,2,3
224885116,臺北醫學大學,f,大一普化不及格,2016/10/2,老師說醫學系大一普化沒過不能考國考真的會有人沒過嗎！沒過怎麼辦？重考？轉系？,8,5
224884307,臺北醫學大學,f,我覺得應該很多人不知道,2016/10/2,因為我也是很最近才發現用學校帳號進去的Google雲端硬碟沒有容量限制喔喔喔喔喔(?ω?*)為什麼我以前從來沒有點點看呢...(?；ω；?)有種撿到寶的感覺???學校真是太棒了!!!?——畢業了才知道的人——,57,7
224882697,臺北醫學大學,f,請問有人今年在北醫矯正牙齒嗎？,2016/10/2,爬過文發現去年也有人詢問過矯正的問題聽朋友說之前矯正是以80000為基準今年漲到90000了是嗎？所以矯正的費用我自己假設是矯正90000維持器6000拔牙3200（依照查到的文的價錢）另外還有一開始的照X光片要3500不知道照X光是含在90000裡面還是又要另外再算？因為有人跟我說有 有人說沒有感到非常疑惑啊啊啊啊啊這些所有矯正的費用是要一次付清嗎？還是看一次牙醫用了多少就是付多少錢呀？去年的時候我有掛過蔡醫師的診那時候初步判斷要拔4顆牙因為個人怕痛和愛吃毅然決然的決定不矯正（？）但是現在覺得牙齒好像越看越歪？？所以決定要矯正了lol但是在真正戴上矯正的東西之前想詢問從確定要矯正到拔完牙齒（假設拔4顆）到真正矯正器被弄到牙齒上的這個區間會耗時多久呢？還有不知道拔掉4顆牙對未來會不會有影響？畢竟多缺了4個洞該不會老了會牙齦萎縮或是沒力氣咬東西反正我就是各種杞人憂天想請狄卡上面有相關經驗或是牙醫系的同學可以幫忙解惑！！！！跪謝你們了！！！！！！,4,15
224868277,臺北醫學大學 保健營養學系,f,log後面加小e是什麼意思？,2016/9/30,log後面加小e是什麼意思？普化老師不解釋…求解…謝謝～,2,14
224857318,臺北醫學大學,m,北醫沒什麼熱門文章,2016/9/28,如題怎麼會這樣呢～(￣￣)?其他學校都有一排(???)」 好吧可能大家都在唸書 (((o(*?▽?*)o)))只能幫自己qq ler ( ；??),30,15
224848296,臺北醫學大學,f,明天要去上課嗎…,2016/9/27,颱風那麼大明天是要上課嗎感覺走在吳興街上會被吹倒還是就自行解散？？？覺得懶………………………,9,2
224825692,臺北醫學大學 藥學系,f,有人吃過學校附近新開的comebuytea嗎?,2016/9/24,有人吃過comebuytea嗎~~想知道評價~感覺好像很棒><,8,8
224811405,臺北醫學大學,m,被直銷淨水器了想請各系大神解惑實驗,2016/9/22,先說我沒買產品，哈哈，先給各位壓驚【正文】高中同學向我直銷淨水器說自來水裡面有很多氯他就拿了一瓶餘氯檢測劑點進去自來水，呈現黃色也給我看色表(低濃度到高濃度的顏色)之後他就拿自來水漱口，吐出來，點試劑，沒有呈色我同學宣稱，氯都跑進嘴巴了大家每天刷牙都含了很多氯(奇怪牙膏含氟怎麼就沒人抗議ㄏ)之後他又拿了芭樂，用有呈色(點了試劑)的水沖幾次後慢慢就變無色了我同學宣傳，氯都跑進芭樂皮了(*???*)?所以大家洗水果越洗越毒做完實驗後他又繼續講有多好，可以去除氯，十年買下來可以省很多什麼的好這不是重點XD我想提出幾個自己想法1.那根本不是檢測劑2.自來水的氯應該是以氣體存在水中，在口腔中遇到體溫，因此受熱跑出水3.在沖芭樂的過程中，因為晃動過大，氯就慢慢從水中跑出來，所以顏色慢慢變淡不知大家對這個實驗的想法是什麼，來寫個問題與討論吧,3,3
224803210,臺北醫學大學,f,熱血青年可以去捐血囉～,2016/9/21,鐘樓旁邊有捐血車如果身體狀況允許請踴躍捐血哦～～～我前幾天好像有收到O型缺血的簡訊今天剛好可以捐???-蹺課捐血女子?,23,19
224794349,臺北醫學大學,f,關於五條通早餐店,2016/9/19,如標題~~~~有人知道他是倒了還是搬家了嗎想念...QQ,8,3
224794053,臺北醫學大學,m,問#   學校附近K書中心,2016/9/19,請問學校附近哪裡有比較好的K書中心,2,8
224790967,臺北醫學大學,f,#問 學校附近牙醫,2016/9/19,北醫附近牙醫診所大大小小好多家>_<想問問有沒有推薦的牙醫診所(牙醫師)呢??上次回家根管治療只做了一半下一次回家是一個月後啦...QAQ,3,12
224783620,臺北醫學大學 牙醫學系,f,#肺紋  校歌超洗腦?,2016/9/18,只有我覺得校歌這句超洗腦的嗎？XD從第一次聽校歌到現在 腦海裡時不時的自動無限循環播放 學好做人方做醫?學好做人方做醫?學好做人方做醫?學好...???,10,10
224777749,臺北醫學大學,f,關於加簽,2016/9/17,我到學校課務組問過了，只有體育可以加簽可是很多同學都問我要不要找某某教授加簽，說他人很好之類的話，是真的可以加簽體育以外的嗎？我怕是學校官方說法，其實私下還是可以這麼做？通識學分太少，現在超級著急QAQ,8,3
224777009,臺北醫學大學,m,#社團,2016/9/17,請問 棒球隊 算是 社團的一種嗎？有棒球隊還需要上體育課嗎？,5,10
224761146,臺北醫學大學,f,台大醫學大學,2016/9/14,前幾天我跟室友走在楓林大道準備回宿舍旁邊有兩個來散步的夫妻爭論著什麼北醫的校名原本打算直接忽略但下一秒就被攔下了“欸欸學生！我問一下，這裡是台大醫學大學嗎？”男人問道“痾。。。不是耶” “你看吧！跟你說這裡是北醫你不信！”那男人頗有成就感驕傲的對女人說然後他們倆就繼續邊走邊吵呵...“台大醫學大學” XD,41,1
224759603,臺北醫學大學,f,社團,2016/9/14,我是大一新生，我們班有兩個女生，一個超想加國標社，那個積極的態度，跟我說她其實是國標社派來宣傳的我都信。另一個是我室友，她超想加楓杏。其實我也覺得國標還滿酷的，可是怎麼好像會想加的人不多？楓杏感覺好多人參加，可是怎麼感覺也很多人討厭？不知道大家對這兩個社團評價如何？,20,28
224749610,臺北醫學大學,m,學弟妹! 別再白目了!!,2016/9/13,最近看到許多可愛的小大一懵懵懂懂的 問這個 問那個覺得真可愛?屁啦！白目死了！以下是我覺得最白目的行為前幾名如果有缺 還請幫忙補充~第一名 權重壓多少?:學長~我想選一個xxx通識 權重壓多少比較保險?os:你當我算命的嗎？還是落點分析？不然你ㄅㄨㄚˇㄅㄨㄟ吧… 歷年權重都放在那裡了 自己去找吧！第二名 通識哪個好?1:學長~那個ooo通識好不好啊~os:哇操! 我是每個通識都上過膩？我tm怎麼會知道?2:(通識社團po文) ooo通識涼嗎?甜嗎?權重壓多少比較好? 謝謝學長姐?os:乾 不會爬文? 一直伸手不會酸膩??第三名 課本都給我?:學長~你有沒有普生課本~os:想幹嘛!? 自己不會買？我隨便賣都有好幾百塊 幹嘛要把課本給你其實還有很多啦像是裝熟我也覺得很煩還有其他所有可以查得到的你不去查當學長姐google嗎？教室在哪裡啊~課本哪一本啊~啊~~太多了…其實也不是所以學弟學妹都這樣啦當然還是有可愛的學弟學妹~最後講一下學長姐到底該怎麼使用(?)到底應該問什麼 可以問什麼首先要了解學長學姐有什麼是你們沒有的那當然是待在學校的歲月啊…?換言之 就是經驗經驗經驗問學長姐一些只能靠口耳相傳的事情1. 系選修哪個是地雷2. 系必修課本要買中文還英文3. 哪個系必修要多努力小心被當4. 系上老師哪個人比較好或誰有什麼地雷不能踩還有社團系隊之類的吧總之 大概就是這樣 我發完牢騷了謝謝大家看完有什麼缺漏還請其他學長學姐幫忙補充 謝謝,90,17
224733655,臺北醫學大學,f,通識權重全部差1,2016/9/10,如題，結果我只有10學分，請問要怎麼辦TAT會不會加選也失敗？覺得我好衰TAT我心好痛QQ,21,13
224724085,臺北醫學大學,f,學校的貓咪呢QAQ,2016/9/9,如題學校裡面的兩隻貓咪怎麼不見了連暑假前大家準備的窩也被清掉只剩椅子有人知道牠們去哪了嗎好擔心哦,4,7
224723403,臺北醫學大學,f,學代 服學選課,2016/9/9,請問當學代服學還要選課嗎？？有聽說開會可以抵但是不知道要不要選課,1,7
224719659,臺北醫學大學,m,剪頭毛,2016/9/8,請問北醫附近有沒有價錢400上下，服務態度又不差的理髮店呢，最近想剪頭髮，怕進到雷店,5,10
224716211,臺北醫學大學,f,新生訓練,2016/9/8,今天新生訓練已經刷學生證點名了早餐沒吃 肚子好餓請問大家可以翹掉嗎我想吃早餐QQ,3,4
224710799,臺北醫學大學,f,轉系,2016/9/7,今年剛上大一想轉醫學系啊北醫到底會不會很黑啊??看到去年沒開名額就整個怕怕的到底是要轉系還是重考.....,6,10
224702839,臺北醫學大學,m,實驗服,2016/9/6,今天開始搞新生注冊 注冊完了之後還要我們買裝備可是在學校買實驗服&護目鏡會很坑嗎？除了學校，哪裡有划算的買?,3,7
224691042,臺北醫學大學,m,新生問題,2016/9/4,Q1:我是大一的，羽球課權重要押多少才能進Q2:那裡剪髮cp值高？Q3:羽球館什麼時候開放？可以租借球拍嗎Q4:對魔術是興趣，可是我零基礎，進魔術社好嗎？,1,7
224657709,臺北醫學大學,f,轉學生發問,2016/8/30,初來乍到，有幾個問題請教一下1.拇山講座是通識必修課？大二可以選修嗎？2.體育課是已經開放大二選了嗎？還是要點大一的體育課？3.英文通識必修除了會話閱讀，還有一個專業英文是指什麼？在哪裡選？4.推薦什麼英文老師？5.通識課是統一抽籤嗎？什麼時候會公布結果呢？6.宿舍抽籤是否改日期公佈？宿舍網頁好像寫9/10公佈，可是我收到的手冊寫9/37.轉學生能轉系或雙主修嗎？以上問題麻煩知道的人說一下感激不盡???,1,8
224621566,臺北醫學大學,m,校內工讀生,2016/8/25,最近看到各處室很多在徵工讀生薪水應該都一樣吧?那做的事情呢? 有沒有哪邊比較輕鬆啊哈哈,9,17
224586229,臺北醫學大學,m,自學中心,2016/8/21,請問大家知道自學中心什麼時候重新開放嗎～謝謝????,1,2
224571257,臺北醫學大學 牙醫學系,m,#問#男生當兵???,2016/8/18,嘿大家好，我是今年要進來北醫的指考生。  我想問一下上學校裡的男生(或有聽過關於當兵的女生xd)，你們都怎麼規劃當兵的阿??  因為醫牙以後四個月ㄧ次當完會不會影響未來實習就業??要去國外進修的學長會不會也有同樣考量??小弟想請問大家意見，是要2個暑假當完兵?還是以後ㄧ次當(不過會因此多了ㄧ個gap。)?,2,9
224570690,臺北醫學大學 藥學系,m,海力士vs乾泉？,2016/8/18,不知道要吃什麼，請問該選哪一家（好難決定啊在這裡不只是問好不好吃，還要考慮價錢，用餐環境，排隊等候時間等等的...請問到底哪家cp直比較高？,4,19
224565465,臺北醫學大學,m,降轉或重考,2016/8/17,看到有人在問後中西醫的問題我也想來請教大家的看法我現在升大二，想轉藥學，但今年轉系考沒上我在猶豫要重考還是明年降轉有人勸我別走回頭路去考學測他說轉系機會比較高，請問大家怎麼看？,13,17
224561717,臺北醫學大學,m,請問報考後中西醫的問題...,2016/8/17,敝人即將升大二，最近才有這個想法，且一直讓我想很久，也爬了非常多的文。也有人說是吃力不討好，或是有說這是條不歸路。想請教北醫各位學長姐們，有相關或身邊有經驗可以分享一下嗎?原本想說大二上開始線上補習，但很猶豫(有經濟困難)有個同學建議我接下來寒暑假先複習化學跟生物，大四再開始補習畢竟，後中跟後西的準備模式也不同後西醫唯一的好處是不用考國文(國文非常差，加上北醫沒有國文課)但是名額比中國醫少，且面試會刷掉的人更多，下一屆開始還要加考物理= = 好難抉擇我們系上大三課業據說很重，若大四開始衝刺，可能會放掉國考?我們男生好像還有兵役問題QQ,4,12
224554727,臺北醫學大學,m,轉系生學分認列,2016/8/16,"各位北醫的同學大家好啊身為轉系生的小弟我接到通知說8/18開始要到註冊組辦理畢業學分認列，其中一張表單叫做""轉系所學位學程學生畢業學分認列表""(好繞口?但是我到教務處找單子的時候只有看到學分抵免之類類似的表單，內容好像也不太對QQ所以想請問有經驗的學長姐要怎麼處理還有之後還要注意些什麼呢?感謝大家呀???",6,2
224552101,臺北醫學大學,m,RE：為什麼辦活動要男扮女裝當搞笑,2016/8/15,"為什麼辦活動要男扮女裝當搞笑自己是雙性戀，也就LGBTQ的成員
雖然沒有認識跨性別的朋友
但我每次看到學校辦活動或是演戲
出現男扮女裝「當搞笑」的場景就會覺得不舒服
(注意，是當搞笑，所以只是純粹穿女裝就還好) 想想自己如果是我想一些系的之夜或是營隊會出現類似橋段分享只是想說誕生這樣的角色還一定要反串表演真的好笑嗎？",5,3
224550655,臺北醫學大學 藥學系藥學組,m,選課系統,2016/8/15,在跟同學討論要選什麼課切回來點個鍵就跳回要輸入帳密的畫面已經好幾次了QQ是系統會每隔幾分鐘就會登出沒在使用的帳號嗎,7,7
224547855,臺北醫學大學,f,問 山海經與神話和韓國歷史與文化,2016/8/15,請問以上這兩門課的甜涼程度因為這兩門課剛好同時間不知要選哪一門請上過課的同學們給點建議吧?,0,4
224536708,臺北醫學大學,m,大一住北部，抽得到宿舍嗎？,2016/8/13,我住在基隆市，不在宿舍優先錄取的名單內，可是通車又要花很多時間，想問問申請宿舍的話大部分都能不能抽到？,5,10
224534837,臺北醫學大學,m,#問#優秀醫牙獎學金,2016/8/12,"各位北醫學長姐好~我是今年的指考生關於北醫的""優秀醫牙獎學金""網路上寫的資訊很少。我想請問知道的大大，幾個問題(先前打電話問過了，辦理的人出公差要等到不知道甚麼時候...)------------------------------------------------------------------------------------------1.指考的部分他是說成績到國立醫牙，(並且把北醫填第一志願)。那他會看有沒有被學測綁到的嗎....??((我是因為國文沒前標才沒填國立的..請問學長姐們我這樣還會有嗎???2.他要成績維持前30%，那中間有斷過以後還可以領嗎??3.他說會寄一封申請的信來，你們之前大概是甚麼時候收到?-------------------------------------------------------------------------------------------我已經爬文google半天了還是沒有答案，希望北醫的大大們可以幫我解決疑惑~~感謝各位幫忙",6,10
224533848,臺北醫學大學 護理學系,f,RE:藥師是幹嘛用的?,2016/8/12,各位藥學系大大，你們怎麼看？藥師是幹嘛用的?https://www.dcard.tw/f/all/p/224533612?ref=android,1,6
224526127,臺北醫學大學,f,#問  英文精進課程,2016/8/11,"我同學因為錯過了抵免英文的時間,照這個地圖看是要修習英文精進課程請問什麼是英文精進課程???",4,6
224521640,臺北醫學大學,m,有人在打高爾夫嗎?,2016/8/10,"北醫是不是很少人喜歡打高爾夫啊，我們明明有一座練習場卻連個高爾夫球社都沒看到=""=有沒有也喜歡高爾夫的同學咧現在開始打以後才能電爆醫生!",2,8
224513646,臺北醫學大學,m,服學選課時間,2016/8/9,"Hello,想請問有人知道這次服學的選課時間嘛？因為行事曆都沒有服學的時間欸",1,10
224505617,臺北醫學大學,f,玩遊戲也請注意安全～,2016/8/8,相信很多人都在玩爆紅的Pok?mon go我也看到北醫裡面很多人拿著手機晃來晃去希望大家開心玩遊戲的時候也能注意安全不要撞到別人QQ我剛剛已經差點被三個人撞到了…謝謝大家～祝大家抓到很多（？,24,11
224448516,國立臺北護理健康大學,m,美神經科學權威 到台北演說遭公車撞死,2016/7/29,原本7/10號要來我們學校演講的QQQ http://udn.com/news/story/2/1860015 美國加州大學聖克魯斯分校（UCSC）本週表示，以神經科學研究聞名的教授布瑞吉曼（Bruce Bridgeman）到亞洲巡迴演說，本月稍早在台北遭到公車撞擊後喪生。根據家屬給校方的訃告，UCSC心理學榮譽教授布瑞吉曼本月10日在台北過十字路口時遭到公車撞擊，當天預定到台北醫學大學演說,25,2
224445478,臺北醫學大學,m,國考全數通過！！,2016/7/28,明天就是國考了大家一起為考生集氣吧！祝福各位考生「讀到的都有出 沒讀到的都猜對」這次我們要一！起！通！過！,45,3
224444618,臺北醫學大學,m,歡迎來黑特,2016/7/28,https://www.facebook.com/tmuhate/?ref=aymt_homepage_panel,2,2
224438493,臺北醫學大學,f,黑特北醫3.0上架囉,2016/7/27,看到好像大家都希望可以有新的黑特北醫因為之前的實在是停滯太久啦暑假閒來無事決定就來創辦啦請大家來捧場啊也記得邀請朋友來按讚關注粉專喔！https://www.facebook.com/黑特北醫30-1076502709109981/,13,11
224437501,臺北醫學大學 保健營養學系,m,跨校雙主修的問題,2016/7/27,不知道有沒有人去北大雙主修過？請問可以分享一下經驗嗎？課都怎麼排，可以都集中在一年，然後不用兩邊跑嗎？我家住非常遠QQ,3,1
224437487,臺北醫學大學,m,請問北醫的甲甲都在哪？,2016/7/27,在出軌北醫都找不到...特別在哪個系或那個社團嗎？,7,36
224436352,臺北醫學大學,m,你轉系成功了嗎？,2016/7/26,http://aca.tmu.edu.tw/6dt/news.php?Sn=402沒開醫學系就算了聽說有人崩潰ㄎㄎ,4,7
224436308,臺北醫學大學 藥學系,m,國考,2016/7/26,今天早上五點，我查了成績，發現我國考通過了！！！開心的嚇醒，結果才五點，我還在床上?原來是一場夢?多希望這是預知未來的能力阿?,27,2
224378284,臺北醫學大學,m,在學校彈鋼琴？,2016/7/18,小弟想要練琴，但是無奈沒有打工也沒收入，只有爸媽給的飯錢，印象中二字頭教室有些教室是有鋼琴的，有沒有喜歡彈琴的人會在早上該教室沒有課的空檔進去練琴呢？這樣應該也不算違反什麼校規吧?有繳學費，正當使用教室內設備?再加上因為大四要進醫院實習了，不曉得，完全沒有音樂基礎，又是大學最後一年，還能不能進入鋼琴社?,6,10
224377690,臺北醫學大學,m,下大雨～,2016/7/18,出門記得帶防水配件ˊˇˋ不然會很恐怖唷,7,4
224342355,臺北醫學大學,m,#問 學校附近清淡飲食,2016/7/11,請問各位學長姐北醫附近有什麼清淡的飲食嗎？像是稀飯、廣東粥之類的自從吳興商圈那家粥變成火雞肉飯之後就不知道要去哪裡找稀飯了請大家幫幫肚子痛的我…?,6,8
224339159,臺北醫學大學,m,學校的貓,2016/7/10,她的後腦右耳那邊 是受傷了嗎？,2,9
224308032,臺北醫學大學,f,輔修,2016/7/6,如果要升大二要輔修，暑假弄來的及嗎要給系上的老師簽名暑假他們會在嗎我有點看不懂程序的意思???,6,9
224294796,臺北醫學大學,f,問  關於燙髮,2016/7/3,哈囉各位同學???想請問一下學校附近有推薦的店嗎？我想去燙捲?也想聽聽大家燙髮的感想～謝謝大家?祝大家暑假開心XDD,6,10
224292274,臺北醫學大學,f,想請問成績修改期限 ？,2016/7/2,期末有一科出來了 但總平跟自己算的落差有點大居然不及格?已經趕快寫信給老師跟助教了?我好擔心???,9,11
224230319,臺北醫學大學 公共衛生學系,f,學校附近哪家染髮便宜,2016/6/20,暑假要到啦～想要換個新髮色新氣象看到版上很多人都推“好”的店家但我身為一介窮學生染髮本身就很貴了希望能找平價一點的不知道大家有沒有在學校附近像是小林，上越，AB salon還有早餐街那邊的染過頭髮呢哪個cp值最高呢,10,7
224225514,臺北醫學大學,f,玻璃屋的掛,2016/6/19,砍了那麼多樹要在那麼小的空間蓋玻璃屋是要跟羅浮入口概念風格？廢話不多說版上有神知道玻璃屋到底要做啥用嗎？北醫最近是不是狂擴張？？？原本聽說管院要整個搬去富邦大樓呢真狂,27,20
224213704,臺北醫學大學 呼吸治療學系,m,北醫游泳池開放中,2016/6/17,二字頭淹水啦~宿舍淹水啦～靠北到處都是水工讀生還要幫忙清積水啊啊啊 ?( ˙口˙ ?)???????我期末都快讀不完了還給我搞天災啊啊啊沉默羔羊,40,10
224213497,臺北醫學大學 醫學系,m,<<打工消息>>廣島屋,2016/6/17,店家：小吃街的廣島屋時薪：120/小時，每人每日服務人次超過20的話1個人多10元獎金需求人數：2人上班時間：17:00福利：提供廣島燒或是其他老闆準備的東西當晚餐，但是要下班才能吃~~其他：老闆人很好~~然後排班很自由沒有說一定要每個月要排幾小時而且可以學會做一點小料理(?)基本上到後來會跟老闆變朋友XD下班時間的話原則上9點之後不接客人所以收店收一收差不多十點半可以下班!!!.薪水是兩星期領一次現金~不過缺點是這樣的話就沒有勞健保所以要自行權衡~~應徵方式可以直接連絡老闆 0975331757或者是在下面留言  我們再研究怎麼辦XD,20,13
224196587,臺北醫學大學 保健營養學系,f,#問 圖書館閉館音樂好好聽?,2016/6/14,在學校待了三年才發現圖書館的閉館音樂好好聽RRR以前就是這樣嗎???還是後來才改的？實在是太少待到閉館了??有人知道閉館音樂是什麼嗎~~~我好想知道歌名喔??大家期末考加油~~~祝大家都歐趴??番番,28,16
224195250,臺北醫學大學,m,畢業典禮驚人彩砲,2016/6/14,有沒有畢業典禮差點被彩砲嚇死的掛？小魯我當天屎都出來了,18,8
224192274,臺北醫學大學 藥學系,m,瑜珈期末考試,2016/6/13,請問蔡士傑老師期末考試大概是考什麼呢？,0,0
224185342,臺北醫學大學,m,祝大家都all趴? 暑假要幹嘛~,2016/6/12,我誠心祝福每個北醫的好同學們這學期都能all趴!!!希望老天看在我如此善良的份上也讓我all趴吧?(其實我是來積陰德的???)好啦~其實上面的不是重點接下來才是我po文的目的哈哈想問一下大家 即將到來的暑假都計畫要幹嘛呢~(對啦 我就是還沒考試就在想放假啦)目前只想到找打工出去玩一邊打工一邊出去玩 (打工換宿)好奇有沒有人也想打工換宿呢~打算去哪裡呢~大家可以分享一下自己的安排嗎~---------------更---------------難道沒有人打算玩的嗎…這輩子所剩的暑假也沒幾個了…?是說我又想到一件事可以做~我還不會開車~? 想去學~?不過要去哪裡學啊?,35,9
224185304,臺北醫學大學,f,#問 如何認識國際生一次就上手,2016/6/12,如題好想認識國際生RRRRR通識課有不一樣嗎跪求高人解答,3,1
224184297,臺北醫學大學,f,西班牙暑期遊學,2016/6/12,哈囉～～想問北醫的各位，有人也有要暑假去西班牙遊學的嗎？我要去一個多月（七月初～8月中）在Salamanca~~ 各位大大有誰也要去同個時間去同個地方哈哈然後有誰去過可以給我一些意見的？（安全啊什麼的～）,6,1
224171538,臺北醫學大學,m,這位老師組女橄欖球隊 從來不運動的學生都來了,2016/6/10,太酷惹XD雖然是有點久的新聞，但還是想跟大家分享一下 北醫大專案講師楊明達積極振興校內橄欖球隊，除了男球員，更廣招女隊員，成為國內第一所同時發展並籌組男、女子橄欖球隊的大學，有學生原本不適合做激烈運動，加入後不只體力變好，還改善了氣喘問題。台北醫學大學兩年前發展女子橄欖球隊，目前已招募近30名球員。（台北醫學大學提供）台大、台北醫學大學女子橄欖球隊是國內唯二的大學女子橄欖球隊。（台北醫學大學提供）楊明達表示，台北醫學大學過去曾擁有輝煌的橄欖球歷史，多年在大專盃與全國賽取得佳績，甚至代表台灣出國比賽，90年代時因球隊招生困難而解散，直到這兩年才決定重新招募球員。楊明達說，橄欖球是由足球演變而來，但比足球簡單，相當適合一般體育課程。「我是橄欖球推廣大使」，他表示，橄欖球只是一個媒介，背後的精神是希望更多人一起運動。除了開體育課教授橄欖球，他也拉了許多學生到橄欖球隊，「我都告訴他們，先來練身體」，因為「開心比技術更重要，覺得運動開心，運動才會變成生活的一部份。」呼吸治療學系一年級的徐子晴開玩笑說，自己是被教練「騙」進橄欖球隊的，接觸之後發現，橄欖球滿好玩的，她過去曾試著加入籃球隊，但打籃球很容易犯規，規則相對複雜，橄欖球就沒有這個困擾。「以前都是坐在旁邊看同學運動，沒想到自己會下場打球。」藥學系三年級的陳依鴻說，自己因為心臟不好，不太能從事激烈運動，從小上體育課，都只有坐在旁邊看的份，但她其實很愛看體育賽事轉播，可惜自己無法下場體驗。陳依鴻在北醫上「適應體育課」時遇到楊明達教練，楊明達鼓勵她到橄欖球隊一起運動，累了就到一旁休息。一學期下來，她不只體力變好，原本的氣喘問題也改善了。 http://news.ltn.com.tw/news/life/breakingnews/1710897,20,6
224154198,臺北醫學大學,f,#問 史瓦濟蘭國王 王母,2016/6/7,大家最近經過醫院有沒有發現好幾台雙B同時停在北醫門口！！已經連續好幾天了然後門口寫著歡迎史瓦濟蘭國王 王母前幾天倒還好昨天更是有兩三個黑人在門口守著我一穿梭在車子間他們就超兇的上下打量我有點像太陽的後裔經典舉槍畫面跟xx國元首（？）貼身侍衛的樣子為什麼會來這麼多天有人知道國王王母的來意嗎～～～,34,7
